user_id,product_id,predicted_rating,product_name,brand,product_type,price,rating,reviews,similarity_source
4,5447,4.393941304666337,Quality-focused value-added alliance,The Inkey List,Sản phẩm chống gàu,176.86,4.9,660,similar_product
4,8743,4.389560627839625,Multi-lateral reciprocal migration,LANEIGE,Sản phẩm giảm thâm,129.11,4.9,872,similar_product
4,1823,4.384923355399259,Assimilated foreground focus group,Maybelline,Kem chống nắng hóa học,315.14,4.9,147,similar_product
4,6895,4.36464722639148,Public-key encompassing website,Fanta,Bảng phấn mắt,350.47,4.4,902,similar_product
4,1348,4.336185522188297,Upgradable systemic archive,The Inkey List,Bảng phấn mắt,375.83,4.9,532,similar_product
4,6347,4.317125112162397,Self-enabling systemic open architecture,Fenty Beauty,Kem chống nắng hóa học,420.11,4.6,592,similar_product
4,7869,4.30344926182986,Business-focused intangible paradigm,Sony,Kem chống nắng hóa học,495.66,4.5,62,similar_product
4,6778,4.28809248932813,Digitized stable firmware,Fanta,Sản phẩm chống gàu,242.4,4.6,690,similar_product
4,3153,4.270732545146295,Horizontal responsive knowledge user,Dr. Jart+,Máy sấy tóc,125.91,4.7,712,similar_product
4,9767,4.224286247247789,Public-key asynchronous application,Bioré,Máy lọc không khí,23.03,4.4,637,similar_product
4,5828,4.215680061197641,Ergonomic content-based system engine,Clinique for Men,Máy sấy tóc,162.73,4.7,623,similar_product
4,277,4.205953623610856,Function-based bifurcated challenge,MAC Cosmetics,Sản phẩm làm sạch cơ thể,95.85,3.9,87,similar_product
4,5355,4.200780461357173,Future-proofed scalable frame,Shiseido,Máy sấy tóc,43.12,4.0,905,similar_product
4,7331,4.190674205133618,Focused mobile ability,Freeman,Phụ kiện thời trang,352.41,4.9,328,similar_product
4,7942,4.184766906054465,Compatible holistic neural-net,Avène,Văn phòng phẩm,268.96,4.6,214,similar_product
4,9007,4.18024303256946,Automated foreground infrastructure,Eucerin,Kem chống nắng hóa học,479.04,4.7,850,similar_product
4,3942,4.162424257050934,Profit-focused holistic portal,O.P.I.,Kem chống nắng hóa học,413.74,4.7,369,similar_product
4,3886,4.126943528016217,Digitized web-enabled pricing structure,Dr. Jart+,Bảng phấn mắt,196.07,4.8,909,similar_product
4,5963,4.118595641471239,Optional demand-driven monitoring,Essie,Sản phẩm làm sạch cơ thể,121.89,4.1,290,similar_product
4,5082,4.105246519472174,User-friendly composite website,Samsung,Văn phòng phẩm,286.21,4.4,308,similar_product
4,9028,4.101314938336128,Business-focused content-based structure,The Inkey List,Máy lọc không khí,198.26,4.6,526,similar_product
4,9727,4.087189555332311,Managed national leverage,Jojoba Oil,Kem chống nắng hóa học,338.45,4.8,632,similar_product
4,4069,4.0757443033941385,Organic non-volatile support,Dr. Jart+,Sản phẩm giảm thâm,137.73,4.0,928,similar_product
4,9714,4.024464275058165,Secured high-level migration,Neutrogena,Sản phẩm giảm thâm,310.78,4.6,985,similar_product
4,7009,4.008794354077272,Devolved 24hour initiative,MAC Cosmetics,Văn phòng phẩm,360.91,4.6,108,similar_product
4,5802,4.001995935973653,Vision-oriented 24/7 service-desk,Fenty Beauty,Máy lọc không khí,93.53,3.9,394,similar_product
5,7602,4.5447468757629395,Right-sized next generation orchestration,Anastasia Beverly Hills,Phụ kiện thời trang,393.57,5.0,864,
5,8164,4.494326591491699,Organized directional knowledge user,Bioré,Sản phẩm chống gàu,191.31,5.0,843,
5,9295,4.48994779586792,Polarized value-added definition,Burt's Bees,Tinh chất dưỡng da,399.69,5.0,222,
5,8094,4.489008903503418,Seamless object-oriented flexibility,Mason Jar,Văn phòng phẩm,324.62,4.9,68,
5,5674,4.480005264282227,Down-sized demand-driven definition,Kose,Thực phẩm sạch,255.37,4.9,726,
5,3160,4.469374656677246,Expanded zero administration functionalities,Samsung,Máy lọc không khí,68.93,5.0,470,
5,6200,4.468132495880127,Monitored explicit focus group,Simple,Mỹ phẩm tự nhiên,29.6,4.9,823,
5,3227,4.466486930847168,Public-key uniform open architecture,Kiehl's,Thực phẩm chức năng,38.33,5.0,928,
5,7894,4.461756706237793,Function-based incremental matrices,Nestle,Đồ trang trí,250.72,4.9,394,
5,8133,4.458539009094238,Exclusive real-time project,Eucerin,Kem chống nắng hóa học,267.99,4.8,28,
5,5447,4.219562668825544,Quality-focused value-added alliance,The Inkey List,Sản phẩm chống gàu,176.86,4.9,660,similar_product
5,1016,4.217207397447134,User-centric hybrid Internet solution,Biore,Thực phẩm sạch,109.53,4.9,685,similar_product
5,6808,4.216570845182847,Devolved motivating benchmark,Tarte Cosmetics,Đồ trang trí,288.28,5.0,321,similar_product
5,7263,4.194932954140461,Horizontal optimal matrix,Neutrogena,Đồ trang trí,310.88,4.9,275,similar_product
5,836,4.193512011016995,Monitored heuristic system engine,Nivea Men,Phụ kiện thời trang,409.69,4.5,480,similar_product
5,7869,4.183755068400083,Business-focused intangible paradigm,Sony,Kem chống nắng hóa học,495.66,4.5,62,similar_product
5,5082,4.174873561964334,User-friendly composite website,Samsung,Văn phòng phẩm,286.21,4.4,308,similar_product
5,4815,4.151562672857625,Polarized optimal focus group,Bioré,Tinh chất dưỡng da,477.08,4.7,262,similar_product
5,535,4.148657299295343,Realigned hybrid support,Nestle,Thực phẩm sạch,267.75,4.8,811,similar_product
5,9767,4.133705372867903,Public-key asynchronous application,Bioré,Máy lọc không khí,23.03,4.4,637,similar_product
5,9028,4.131184846158922,Business-focused content-based structure,The Inkey List,Máy lọc không khí,198.26,4.6,526,similar_product
5,6602,4.125669806658761,User-friendly exuding complexity,Garnier,Tinh chất dưỡng da,304.83,4.8,300,similar_product
5,9970,4.11972747800985,Cross-group tangible portal,Burt's Bees,Sản phẩm chống gàu,182.78,4.4,776,similar_product
5,9542,4.113173258550326,Face-to-face grid-enabled complexity,Freeman,Đồ trang trí,232.9,4.6,279,similar_product
5,5904,4.110633565614706,Integrated holistic database,Olay Regenerist,Thực phẩm chức năng,218.21,5.0,839,similar_product
5,8124,4.100774385420359,Multi-channeled human-resource methodology,Shiseido,Thực phẩm chức năng,38.36,4.0,846,similar_product
5,7009,4.067274049050452,Devolved 24hour initiative,MAC Cosmetics,Văn phòng phẩm,360.91,4.6,108,similar_product
5,916,4.06005790601197,Stand-alone content-based help-desk,Sunsilk,Tinh chất dưỡng da,453.13,5.0,438,similar_product
5,9686,4.0375763584200035,Down-sized zero-defect open architecture,TIGI,Thực phẩm sạch,241.06,4.6,869,similar_product
5,582,4.006013241741188,Balanced object-oriented instruction set,Cosrx,Phụ kiện thời trang,231.62,5.0,983,similar_product
5,7942,3.9985695289005516,Compatible holistic neural-net,Avène,Văn phòng phẩm,268.96,4.6,214,similar_product
5,3643,3.992981278954814,Multi-layered mission-critical moratorium,Huda Beauty,Mỹ phẩm tự nhiên,51.94,5.0,843,similar_product
5,7331,3.9768219608609896,Focused mobile ability,Freeman,Phụ kiện thời trang,352.41,4.9,328,similar_product
5,8863,3.97508558985469,Team-oriented discrete middleware,Huda Beauty,Thực phẩm chức năng,161.73,4.9,834,similar_product
5,5802,3.968376478174125,Vision-oriented 24/7 service-desk,Fenty Beauty,Máy lọc không khí,93.53,3.9,394,similar_product
5,6778,3.9623636183499675,Digitized stable firmware,Fanta,Sản phẩm chống gàu,242.4,4.6,690,similar_product
5,3942,3.8948464389920674,Profit-focused holistic portal,O.P.I.,Kem chống nắng hóa học,413.74,4.7,369,similar_product
5,3170,3.882429233727628,Phased fresh-thinking function,Farsali,Mỹ phẩm tự nhiên,31.89,3.9,824,similar_product
5,1823,3.8384529549684157,Assimilated foreground focus group,Maybelline,Kem chống nắng hóa học,315.14,4.9,147,similar_product
5,4395,3.81395108118213,Cloned background task-force,Almay,Mỹ phẩm tự nhiên,24.17,4.7,797,similar_product
6,6753,4.884276866912842,Multi-lateral responsive ability,Vichy,Mỹ phẩm châu Âu,387.46,4.9,363,
6,2378,4.857823848724365,Progressive zero-defect leverage,Too Faced,Đồ ăn nhanh,459.8,4.9,726,
6,6059,4.854857444763184,Function-based scalable adapter,Sony,Máy ảnh,65.21,5.0,406,
6,3227,4.8452253341674805,Public-key uniform open architecture,Kiehl's,Thực phẩm chức năng,38.33,5.0,928,
6,8880,4.844326019287109,Reduced secondary database,Maybelline,Sách,469.26,5.0,515,
6,3160,4.840898036956787,Expanded zero administration functionalities,Samsung,Máy lọc không khí,68.93,5.0,470,
6,8773,4.834661483764648,Versatile multi-state structure,SNAILWHITE,Thiết bị âm thanh,396.55,4.9,287,
6,6623,4.816915988922119,Monitored multi-state attitude,Physiogel,Sản phẩm làm sạch cơ thể,129.8,4.8,101,
6,1206,4.814249038696289,Programmable demand-driven conglomeration,Eucerin,Bút kẻ mày,359.18,5.0,505,
6,5012,4.813746452331543,Enterprise-wide exuding groupware,Head & Shoulders,Sản phẩm giảm thâm,172.85,5.0,949,
6,8854,4.6354457158023665,Team-oriented systemic function,Dr. Jart+,Mỹ phẩm châu Âu,353.17,4.8,490,similar_product
6,8687,4.607177631116904,Grass-roots multi-state conglomeration,Sunsilk,Đồ ăn nhanh,341.81,4.9,765,similar_product
6,6968,4.590450127546928,Upgradable encompassing hardware,TRESemmé,Sách,476.74,4.0,390,similar_product
6,5904,4.5829455725148245,Integrated holistic database,Olay Regenerist,Thực phẩm chức năng,218.21,5.0,839,similar_product
6,8863,4.547292484134453,Team-oriented discrete middleware,Huda Beauty,Thực phẩm chức năng,161.73,4.9,834,similar_product
6,5802,4.546102234818451,Vision-oriented 24/7 service-desk,Fenty Beauty,Máy lọc không khí,93.53,3.9,394,similar_product
6,5963,4.538621712334853,Optional demand-driven monitoring,Essie,Sản phẩm làm sạch cơ thể,121.89,4.1,290,similar_product
6,7170,4.41241605246556,Phased eco-centric workforce,Farsali,Máy ảnh,14.99,4.1,345,similar_product
6,1567,4.4007549281432015,Configurable heuristic functionalities,Dior,Sách,321.58,4.9,465,similar_product
6,7332,4.383525851642525,Expanded hybrid hub,Garnier,Máy ảnh,11.19,4.8,484,similar_product
6,2001,4.3752700033255545,Extended grid-enabled conglomeration,Dior,Bút kẻ mày,229.43,4.9,581,similar_product
6,9767,4.371481694093234,Public-key asynchronous application,Bioré,Máy lọc không khí,23.03,4.4,637,similar_product
6,9714,4.3696015808721995,Secured high-level migration,Neutrogena,Sản phẩm giảm thâm,310.78,4.6,985,similar_product
6,8124,4.3178650718843015,Multi-channeled human-resource methodology,Shiseido,Thực phẩm chức năng,38.36,4.0,846,similar_product
6,5151,4.309993062266576,Realigned incremental flexibility,Olay Regenerist,Đồ ăn nhanh,480.05,4.6,478,similar_product
6,7023,4.300749863753645,Right-sized modular database,The Ordinary,Mỹ phẩm châu Âu,401.05,4.6,379,similar_product
6,1586,4.293907858542691,Managed background middleware,SkinCeuticals,Thiết bị âm thanh,410.2,4.6,129,similar_product
6,3058,4.272658679768942,Business-focused fault-tolerant Internet solution,Etude House,Bút kẻ mày,416.19,4.4,437,similar_product
6,9685,4.2195560966649825,Quality-focused composite definition,Neutrogena,Sản phẩm làm sạch cơ thể,112.14,3.8,149,similar_product
6,8568,4.211467699637904,Virtual national ability,Farsali,Mỹ phẩm châu Âu,375.88,4.2,423,similar_product
6,5002,4.210946389842135,Realigned bandwidth-monitored website,SK-II,Bút kẻ mày,446.75,4.9,409,similar_product
6,7222,4.210783566347434,Stand-alone foreground benchmark,Dove Men+Care,Đồ ăn nhanh,491.46,4.9,573,similar_product
6,6020,4.1976698243560895,Phased modular architecture,Anastasia Beverly Hills,Máy ảnh,104.49,4.9,193,similar_product
6,2954,4.189801936913535,Distributed dedicated help-desk,Himalaya,Thiết bị âm thanh,323.24,4.9,570,similar_product
6,277,4.188186136237173,Function-based bifurcated challenge,MAC Cosmetics,Sản phẩm làm sạch cơ thể,95.85,3.9,87,similar_product
6,772,4.18399136460885,Seamless uniform matrix,Lancôme,Sách,453.37,4.6,283,similar_product
6,9028,4.167775100925106,Business-focused content-based structure,The Inkey List,Máy lọc không khí,198.26,4.6,526,similar_product
6,7394,4.147026817362779,Team-oriented attitude-oriented moderator,SNAILWHITE,Thiết bị âm thanh,478.42,4.4,388,similar_product
6,4069,4.133596610045853,Organic non-volatile support,Dr. Jart+,Sản phẩm giảm thâm,137.73,4.0,928,similar_product
